id_pergunta,perfil,pergunta,resposta,gabarito;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Você quer saber mais sobre: Como administrar medicamentos se o idoso tem dificuldade para engolir, O que é espessante alimentar ou Qual a diferença entre medicamento de referência e genérico? Basta me dizer qual assunto tem interesse."",""6 Pacientes com limitação de ingesta hídrica devem seguir as orientações do prescritor da medicação. Uma medicação só deve ser tomada com leite se houver recomendação médica, pois muitos medicamentos interagem com o cálcio do leite, interferindo no efeito desejado do medicamento. 6 Em caso de dificuldade de deglutição e o paciente se alimentar com restrições de consistência, utilizar como auxílio para a administração dos medicamentos o espessante alimentar na água. CAPÍTULO 10 10. O que é espessante alimentar? Espessante alimentar são produtos industrializados que modificam instantaneamente a textura e consistência dos alimentos. Ele é uma substância sem sabor capaz de aumentar a viscosidade dos alimentos que estão na forma líquida. 7,13 CAPÍTULO 11 11. É importante informar aos profissionais de saúde quais os medicamentos e como o idoso faz uso A reconciliação de medicamentosa é a obtenção de uma lista completa, precisa e atualizada dos medicamentos que o paciente utiliza em casa (incluindo nome, dosagem, frequência e via de administração), e comparada com as prescrições médicas feitas na admissão, transferência, consultas ambulatoriais com outros médicos e durante a alta hospitalar, visando assegurar a terapêutica de um tratamento individualizado. 1 LEVAR NOS ATENDIMENTOS AS RECEITAS ORIGINAIS OU CÓPIAS, E/OU AINDA, LEVAR UMA SACOLINHA COM AS CAIXINHAS QUE O PACIENTE USA. CAPÍTULO 12 12. O que é medicamento de referência? O medicamento de referência, também chamados “de marca”, são os medicamentos com novos princípios ativos ou que são novidades no tratamento de doenças. Possuem o registro de inovador, cuja eficácia, segurança e qualidade foram comprovadas cientificamente perante o Órgão Federal competente. 2 A indústria farmacêutica que investiu anos em pesquisa, por um período de tempo, garante direitos exclusivos de exploração (produção, utilização e comercialização sem concorrência) do medicamento. Após a expiração dessa patente, há a liberação para produção de medicamentos genéricos e similares. 2 CAPÍTULO 13 13. O que é medicamento genérico? Medicamentos Genéricos - são medicamentos produzi- MEDICAMENTO DE REFERÊNCIA X MEDICAMENTO GENÉRICO dos após a expiração da proteção da patente ou de outros direitos de exclusividade. São realizados testes de bioequivalência e equivalência farmacêutica, comprovando sua eficácia, segurança e qualidade, igual a do medicamento de referência ou inovador. Os medicamentos genéricos agem em nosso organismo da mesma forma que os medicamentos de referência agiriam. 2 Na embalagem do remédio genérico há uma tarja amarela, contendo a letra “G”, com os dizeres “Medicamento Genérico”. Esse tipo de medicamento não tem marca, o nome do produto será sempre um princípio ativo. 2 CAPÍTULO 14 14. O que é medicamento similar equivalente? Os medicamentos similares equivalentes são identificados pela marca ou nome comercial. Possuem o mesmo princípio ativo, na mesma forma farmacêutica e via de administração dos medicamentos de referência e também são aprovados nos testes de qualidade da ANVISA. A diferença entre os similares e os de referência está relacionada a alguns aspectos como: prazo de validade do medicamento, embalagem, rotulagem, no tamanho e formato do produto. 2 MEDICAMENTO DE REFERÊNCIA X MEDICAMENTO GENÉRICO X MEDICAMENTO SIMILAR EQUIVALENTE UM EXEMPLO É A ASPIRINA (REFERÊNCIA), ÁCIDO ACETILSALICÍLICO (GENÉRICO) E O MELHORAL (SIMILAR). CAPÍTULO 15 15. Qual a diferença de nome comercial e princípio ativo? O nome comercial é o nome fantasia criado pela indústria e princípio ativo é o nome da substância química composta no medicamento. Identificar esses itens na caixa de medicamento reduz os casos de duplicidade de droga. Lembrete: Importante sempre estar verificando o prazo de validade dos medicamentos, durante o momento da compra ou da aquisição e nos momentos das tomadas. CAPÍTULO 16 16.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
---;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45 Manual para Cuidadores Informais de Idosos DIETA PARA DIARRÉIA ORIENTAÇÕES: ! Aumentar a ingestão de líquidos e soluções glicofisiológicas (soro) entre as refeições (2 a 3 litros). A oferta de líquidos deve ser em pequenas porções, várias vezes ao dia (suco de maçã, limonada, chá de ervas erva-doce, erva-cidreira, camomila, hortelã, gelatina, chá de folha de goiabeira); ! Refeições menores e com maior fracionamento (7 a 8 vezes/dia); Evitar uso de cafeína (café em infusão forte, chás preto e mate); ! Utilizar alimentos para prender o intestino: tapioca, água do arroz, maçã sem casca, banana, maçã, goiaba sem casca e sem semente, aveia; ! Evitar o consumo de alimentos laxantes: verduras cruas e cozidas, cereais integrais, amendoim, frutas como: laranja, mamão, ameixa, abacate, leite integral e derivados (queijos gordos, doce de leite, creme de leite); ! Procurar ingerir leite sem lactose ou com teor de lactose reduzida (caso haja boa tolerância); ! Evitar alimentos gordurosos, açúcares (refinado, mascavo), mel, melaço. O uso de medicamentos anti-diarréicos e de lactobacillus somente a critério médico. 46 Manual para Cuidadores Informais de Idosos ORIENTAÇÕES ALIMENTARES PARA ALIVIAR ALGUNS SINTOMAS NÁUSEAS E VÔMITOS  ! Aumentar a ingestão de líquidos e soluções glicofisiológicas (soro) entre as refeições (2 a 3 litros/dia); ! As refeições devem ser mais fracionadas (7 a 8 vezes por dia) e devem ser servidas em pequenas porções; !;;;;;;;;;;;;;;;;;;;;;;;;;;
---;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Contactar o Enfermeiro do Centro de Saúde em caso de dúvida e para mudar/retirar a algália. Manual do Cuidador Informal Página 19 5.11.3 - Obstipação Dê alimentos de alto teor em fibra, tais como frutas, nozes, feijões, vegetais, farelo e a maior parte dos cereais. Se a pessoa não está acostumada a estes alimentos, introduza os alimentos ricos em fibras de forma gradual. Assegure-se que a pessoa ingere líquidos suficientes na sua dieta. Promova o exercício diário com o fim de estimular a actividade intestinal. Manual do Cuidador Informal Página 20 6 - CONTACTOS ÚTEIS Número Nacional de Emergência – Tel – 112 Em caso de doença súbita, acidente ou assalto ligue 112. A chamada será atendida por um operador da Central de Emergência, que enviará os meios de socorro apropriados. Em determinado tipo de situações a chamada poderá ser transferida para o Centro de Orientação de Doentes Urgentes (CODU) do INEM.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
---;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Baixa imunidade. Dermatite tipo intertrigo (obesidade). FÍSICAS Morbimortalidade. Vários problemas metabólicos. Úlceras de pele Autocuidado comprometido. Ansiedade. PSICOSSOCIAIS Estresse do cuidador. Depressão. Custo financeiro e social, absenteísmo. Fonte: SAS/MS. 4.2.11 Constipação As dificuldades de ingestão de fibras, hidratação, polifarmácia e a Síndrome de Imobilidade podem agravar situações de obstipação intestinal crônica. Pacientes neuropatas, desnutridos ou sarcopênicos, que apresentam fadiga (ICC, DPOC), não têm força adequada para realizar a prensa abdominal. Os usuários de opioides, drogas anticolinérgicas como antidepressivos tricíclicos ou escopolamina, ou de diuréticos ou restrição hídrica, demandam o uso de laxativos crônicos em muitos casos. Com a evolução da constipação, decorrem a distensão abdominal, a piora da aceitação alimentar, o refluxo gastroesofágico, as cólica, e, por fim, com a formação do fecaloma, a infecção urinária e a temível obstrução intestinal, com risco do paciente ser submetido à cirurgia de urgência por abdômen agudo obstrutivo (FIGUEIREDO, 2012). Assim, a monitorização das eliminações de fezes é importantíssima, de fácil intervenção, para evitar agravos que pioram muito as condições de saúde dos nossos pacientes. Quadro 11 – Complicações Distensão abdominal com refluxo esofágico e dispneia. Diarreia paradoxal. FÍSICAS Lombalgia, dor em baixo ventre. Obstrução intestinal, sofrimento/perfuração de alça e sépsis. Infecção urinária de repetição. Continua 53 Ministério da Saúde Conclusão Rejeição ao alimento. Depressão. PSICOSSOCIAIS Ansiedade, agitação e nervosismo. Estresse do cuidador. Custo financeiro e social, absenteísmo. Fonte: SAS/MS. 4.2.12 Transtornos de Saúde Mental Adoecer requer capacidade adaptativa tanto do paciente como de seu entorno. A presença de doenças crônicas aumenta a frequência de distúrbios de ansiedade, humor, baixa autoestima, estresse do cuidador. Entre eles, a depressão causa extremo impacto, pois pacientes deixam de se cuidar, não veem sentido na recuperação, mesmo que parcial, e esforços dos cuidadores parecem em vão. A partir daí, o binômio paciente–cuidador adoece ainda mais, e deve-se tomar cuidado para a equipe de Saúde não se afastar, ao não reconhecer que muitos casos de má aderência podem estar associados a quadros depressivos. A equipe de AD pode se deparar com a necessidade de visitas a pacientes com distúrbio de pânico (agorafobia), em crise de delírio persecutório, ou em negação ou incompreensão total da sua situação de adoecimento (alguns se enquadram na Síndrome de Frontalização) e se negam a sair de casa para tratamento. Alguns casos de aderência medicamentosa em saúde mental só ocorrem quando uma equipe assistencial visita a residência do paciente e seus cuidadores, cria-se vínculo e corresponsabilidade para o tratamento – nesses casos, o matriciamento com retaguarda psiquiátrica seria ideal. O abuso de álcool e outras drogas ilícitas fazem parte do rol dos transtornos de saúde mental, em paralelo a um quadro psiquiátrico clássico ou como causas de manifestação das síndromes: depressão, ansiedade ou psicose. Abaixo, mais alguns diagnósticos diferenciais de causas de transtornos mentais orgânicos (MENON & CUSTÓDIO, 2012), principalmente no contexto de comorbidades e polifarmácia: Depressão: hipo e hipertireoidismo, distúrbios hidroeletrolíticos, endocrinopatias, deficiências nutricionais (B12, folato e outros), uso crônico de corticoide com retirada abrupta (insuficiência adrenal secundária), infecções subagudas do SNC (neurotuberculose e neurossífilis, HIV), tumores de SNC, hematoma subdural, vasculites, RAM (propranolol, metildopa, clonidina, opioide, barbitúrico etc).;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
---;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Recomenda-se a compra de alimentos da época, que têm melhor qualidade nutricional e um custo menor. ! Observar atentamente a data de validade dos produtos adquiridos. ! Caso o idoso apresente obstipação intestinal evitar oferecer banana prata, caju, goiaba, maçã, cenoura, chá preto/mate e limão. Deve-se procurar oferecer uma vitamina laxativa composta por: 150ml de suco de laranja, 1 ameixa seca, 1 pedaço de mamão, 1 colher de sopa de creme de leite, 1 colher de sopa de farelo de aveia (açúcar ou mel a gosto). ! Caso o idoso apresente flatulência (gases) devem ser evitados : agrião, couve, repolho, brócolos, pepino, grão de feijão, couve-flor, cebola e alho, principalmente crus, pimentão, nabo, rabanete, bebidas gasosas, doces concentrados, queijos amarelos, etc. Ilustração 44 42 Manual para Cuidadores Informais de Idosos TERAPIA NUTRICIONAL NAS DOENÇAS DIETA BAIXA EM COLESTEROL INDICAÇÕES: doenças cardiovasculares, obesidade, certos tipos de câncer (seio, cólon , útero e próstata) ORIENTAÇÕES PARA DIMINUIR O COLESTEROL DA DIETA: !Preferir aves e peixes sem a pele, carnes bovinas magras (caso haja gordura visível, deve ser retirada); !Substituir o leite integral e produtos lácteos integrais (creme de leite, requeijão, queijos gordurosos/amarelados) por produtos desnatados e queijos magros, como a ricota e queijo branco “tipo” Minas; !Evitar preparações em que o ovo seja a base. Substituir um ovo inteiro por duas claras na receita.""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"P3-20,3,Qual o impacto do estresse do cuidador na adesão terapêutica do paciente?,""Entendo que essa é uma preocupação importante, pois o bem-estar do cuidador está muito ligado ao cuidado que o paciente recebe.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Infelizmente, não tenho essa informação nos meus manuais no momento, mas meu conhecimento está sendo aprimorado constantemente. Sugiro que anote essa dúvida para conversar com um profissional de saúde.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Você quer saber mais sobre: Como o cuidador pode se cuidar, Sentimentos comuns do cuidador ou Como lidar com a pessoa cuidada que não quer cooperar? Basta me dizer qual assunto tem interesse."",""Sente que, por causa do tempo que utiliza com o seu familiar/doente já não tem tempo suficiente para você mesmo? Nunca Quase nunca Às vezes Frequentemente Quase sempre 1 2 3 4 5 2. Sente-se estressado/angustiado por ter que cuidar do seu familiar/doente e ao mesmo tempo ser responsável por outras tarefas? (ex. : cuidar de outros familiares, ter que trabalhar). Nunca Quase nunca Às vezes Frequentemente Quase sempre 1 2 3 4 5 3. Acha que a situação atual afeta a sua relação com amigos ou outros elementos da família de uma forma negativa? Nunca Quase nunca Às vezes Frequentemente Quase sempre 1 2 3 4 5 4. Sente-se exausto quando tem de estar junto do seu familiar/doente? Nunca Quase nunca Às vezes Frequentemente Quase sempre 1 2 3 4 5 191 Ministério da Saúde 5. Sente que sua saúde tem sido afetada por ter que cuidar do seu familiar/doente? Nunca Quase nunca Às vezes Frequentemente Quase sempre 1 2 3 4 5 6. Sente que tem perdido o controle da sua vida desde que a doença o seu familiar/ doente se manifestou? Nunca Quase nunca Às vezes Frequentemente Quase sempre 1 2 3 4 5 7. No geral, sente-se muito sobrecarregado por ter que cuidar do seu familiar/ doente? Nunca Quase nunca Às vezes Frequentemente Quase sempre 1 2 3 4 5 Sobrecarga leve: até 14 pontos Sobrecarga moderada: 15 – 21 pontos Sobrecarga grave: acima de 22 pontos 192 Caderno de Atenção Domiciliar ― Volume 2 Anexo B – Mapa de Visitas e Procedimentos Procedimentos JAN FEV MAR ABR MAI JUN JUL AGO SET OUT NOV DEZ Visitas Aferição de PA Curativo Debridamento Retirada de Pontos Sondagem NG Sondagem Vesical Medicação EV Medicação IM Troca de bolsa coletora HTG Óbitos JAN FEV MAR ABR MAI JUN JUL AGO SET OUT NOV DEZ Pacientes com Alta JAN FEV MAR ABR MAI JUN JUL AGO SET OUT NOV DEZ 193 Ministério da Saúde Anexo C – Ficha de Acompanhamento da Enfermagem SERVIÇO DE ATENÇÃO DOMICILIAR Paciente:__________________________________________ _________________ Prontuário:________ Cuidador:_____________________________________________________________________ Endereço:_________________________________________ _______ Tel.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
---;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
• Administrar as medicações, conforme a prescrição e orientação da equipe de saúde. • Comunicar à equipe de saúde sobre mudanças no estado de saúde da pessoa cuidada. • Outras situações que se fizerem necessárias para a melhoria da qualidade de vida e recuperação da saúde dessa pessoa. 8 4 O cuidador e a pessoa cuidada O ato de cuidar é complexo. O cuidador e a pessoa a ser cuidada podem apresentar sentimentos diversos e contraditórios, tais como: raiva, culpa, medo, angústia, confusão, cansaço, estresse, tristeza, nervosismo, irritação, choro, medo da morte e da invalidez. Esses sentimentos podem aparecer juntos na mesma pessoa, o que é bastante normal nessa situação. Por isso precisam ser compreendidos, pois fazem parte da relação do cuidador com a pessoa cuidada. É importante que o cuidador perceba as reações e os sentimentos que afloram, para que possa cuidar da pessoa da melhor maneira possível. O cuidador deve compreender que a pessoa cuidada tem reações e comportamentos que podem dificultar o cuidado prestado, como quando o cuidador vai alimentar a pessoa e essa se nega a comer ou não quer tomar banho. É importante que o cuidador reconheça as dificuldades em prestar o cuidado quando a pessoa cuidada não se disponibiliza para o cuidado e trabalhe seus sentimentos de frustação sem culpar-se. O estresse pessoal e emocional do cuidador imediato é enorme. Esse cuidador necessita manter sua integridade física e emocional para planejar maneiras de convivência. Entender os próprios sentimentos e aceitá-los, como um processo normal de crescimento psicológico, talvez seja o primeiro passo para a manutenção de uma boa qualidade de vida. É importante que o cuidador, a família e a pessoa a ser cuidada façam alguns acordos de modo a garantir uma certa independência tanto a quem cuida como para quem é cuidado. Por isso, o cuidador e a família devem reconhecer quais as atividades que a pessoa cuidada pode fazer e quais as decisões que ela pode tomar sem prejudicar os cuidados. Incentive-a a cuidar de si e de suas coisas. Negociar é a chave para se ter uma relação de qualidade entre o cuidador, a pessoa cuidada e sua família. O “não”, “não quero” ou “não posso”, pode indicar várias coisas, como por exemplo: não quero ou não gosto de como isso é feito, ou agora não quero, vamos deixar para depois? O cuidador precisa ir aprendendo a entender o que essas respostas significam e quando se sentir impotente ou desanimado, diante de uma resposta negativa, é bom conversar com a pessoa, com a família, com a equipe de saúde. Também é importante conversar com outros cuidadores para trocar experiências e buscar alternativas para resolver essas questões. Procure se informar sobre grupos de cuidadores, mais detalhes consultar página 16. (capítulo 8) É importante tratar a pessoa a ser cuidada de acordo com sua idade. Os adultos e idosos não gostam quando os tratam como crianças. Mesmo doente ou com limitações, a pessoa a ser cuidada precisa e tem direito de saber o que está acontecendo ao seu redor e de ser incluída nas conversas. Por isso é importante que a família e o cuidador continuem compartilhando os momentos de suas vidas, demonstrem o quanto a estimam, falem de suas emoções e sobre as atividades que fazem, mas acima de tudo, é muito importante escutar e valorizar o que a pessoa fala. Cada pessoa tem uma história que lhe é particular e intransferível, e que deve ser respeitada e valorizada. Muitas vezes, a pessoa cuidada parece estar dormindo, mas pode estar ouvindo o que falam a seu redor. Por isso, é fundamental respeitar a dignidade da pessoa cuidada e não discutir em sua presença, fatos relacionados com ela, agindo como se ela não 9 entendesse, não existisse, ou não estivesse presente. Isso vale tanto para o cuidador e família como para os amigos e profissionais de saúde. Encoraje o riso. O bom humor é uma boa maneira de contornar confusões e mal entendidos.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
---;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Todas essas mudanças podem gerar insegurança e desentendimentos, por isso é importante que a família, o cuidador e a equipe de saúde conversem e planejem as ações do cuidado domiciliar. Com a finalidade de evitar o estresse, o cansaço e permitir que o cuidador tenha tempo de se autocuidar, é importante que haja a participação de outras pessoas para a realização do cuidado. A pessoa com limitação física e financeira é a que mais sofre, tendo que depender da ajuda de outras pessoas, em geral familiares, fazendo com que seu poder de decisão fique reduzido, dificultando o desenvolvimento de outros vínculos com o meio social. Para oferecer uma vida mais satisfatória, é necessário o trabalho em conjunto entre o Estado, a comunidade e a família. A implementação de modalidades alternativas de assistência como hospital-dia, centro de convivência, reabilitação ambulatorial, serviços de enfermagem domiciliar, fornecimento de refeições e auxílio técnico e financeiro para adaptações arquitetônicas, reduziria significativamente a demanda por instituições de longa permanência, as famílias teriam um melhor apoio e a pessoa a ser cuidada seria mantida em casa convivendo com seus familiares, mantendo os laços afetivos. 7 Cuidando do cuidador A tarefa de cuidar de alguém geralmente se soma às outras atividades do dia-a-dia. O cuidador fica sobrecarregado, pois muitas vezes assume sozinho a responsabilidade pelos cuidados, soma-se a isso, ainda, o peso emocional da doença que incapacita e traz sofrimento a uma pessoa querida. Diante dessa situação é comum o cuidador passar por cansaço físico, depressão, abandono do trabalho, alterações na vida conjugal e familiar. A tensão e o cansaço sentidos pelo cuidador são prejudiciais não só a ele, mas também à família e à própria pessoa cuidada. Algumas dicas podem ajudar a preservar a saúde e aliviar a tarefa do cuidador: • O cuidador deve contar com a ajuda de outras pessoas, como a ajuda da família, amigos ou vizinhos, definir dias e horários para cada um assumir parte dos cuidados. Essa parceria permite ao cuidador ter um tempo livre para se cuidar, se distrair e recuperar as energias gastas no ato de cuidar do outro; peça ajuda sempre que algo não estiver bem. • É fundamental que o cuidador reserve alguns momentos do seu dia para se cuidar, descansar, relaxar e praticar alguma atividade física e de lazer, tais como: caminhar, fazer ginástica, crochê, tricô, pinturas, desenhos, dançar, etc. O cuidador pode se exercitar e se distrair de diversas maneiras, como por exemplo: 1. Enquanto assiste TV: movimente os dedos das mãos e dos pés, faça massagem nos pés com ajuda das mãos, rolinhos de madeira, bolinhas de borracha ou com os próprios pés. 11 2. Sempre que possível, aprenda uma atividade nova ou aprenda mais sobre algum assunto que lhe interessa. 3. Leia, participe de atividades de lazer em seu bairro, faça novos amigos e peça ajuda quando precisar. 7.1 Dicas de exercícios para o cuidador Exercícios para a coluna cervical (pescoço): • Flexione a cabeça até encostar o queixo no peito, depois estenda a cabeça para trás como se estivesse olhando o céu. • Gire a cabeça primeiro para um lado e depois para o outro. • Incline a cabeça lateralmente, para um lado e para outro, como se fosse tocar a orelha no ombro. Exercícios para os ombros: enchendo os pulmões de ar, levante os ombros para próximo das orelhas, solte o ar deixando os ombros caírem rapidamente, depois fazendo movimentos circulares, gire os ombros para frente e para trás. 12 Exercícios para os braços: gire os braços esticados para frente e para trás, fazendo círculos. Exercícios para o tronco: em pé, apóie uma das mãos no encosto de uma cadeira ou na própria cintura, levante o outro braço passando por cima da cabeça, incline lateralmente o corpo. Repita o mesmo movimento com o outro lado. Exercícios para as pernas: deitado de barriga para cima, apóie os pés na cama com os joelhos dobrados.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
---;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Quando a pessoa com demência deixa de reconhecer a pessoa cuidadora e, por vezes, tem comportamentos agressivos ou desajustados, podemos ter a sensação de que a pessoa que conhecemos já não existe. Esta situação pode deixar-nos tristes e implicar o início de um processo de luto, ainda antes da pessoa falecer. Stresse e hipervigilância por ter de controlar constantemente situações de perigo. Quando a demência se agrava, pode ser necessário manter uma atenção constante aos comportamentos da pessoa – por exemplo, se ingere algo perigoso, se sai de casa sozinha e se perde, se liga o fogão e não desliga, se utiliza indevidamente algum objeto cortante. Esta situação pode ser física e emocionalmente desgastante, assim como limitar o descanso da pessoa cuidadora, aumentando o risco de exaustão. Exaustão, devido às dificuldades de comunicação. Podemos ter as mesmas conversas várias vezes ao dia com a pessoa ou repetir-nos exaustivamente para tentar dar orientações, mas, devido às dificuldades em reter informação, a comunicação fica comprometida. Estas repetições constantes, apesar de fazerem parte do quadro da doença, podem causar muito cansaço emocional. Frustração, por não conseguir acalmar a pessoa. Em momentos de maior agitação e confusão (por exemplo, quando a pessoa não nos reconhece e quer fugir de casa), os esforços que fazemos para chamar a pessoa à razão parecem não resultar e podem deixar-nos frustrados/as. Podemos acabar por tomar medidas com as quais nem concordamos, mas que nos parecem a única solução para manter a pessoa em segurança (por exemplo, trancar as portas e as janelas). Zanga, perante certos comportamentos. Quando a pessoa com demência tem comportamentos que parecem complicar mais a situação (por exemplo, entornar comida, cortar cabos, passar a noite acordado/a, tentar fugir de casa), podemos sentir-nos zangados/as e impotentes, mesmo sabendo que a pessoa não pode ser responsabilizada. ”Presos/as” ao papel de cuidador ou cuidadora. Com o agravar da doença, a pessoa cuidada fica cada vez mais dependente e podemos ser forçados/as a deixar de trabalhar ou a abandonar outras atividades e relações, sentindo também uma perda da nossa identidade anterior para além do papel de pessoa cuidadora. Por outro lado, as cuidadoras e os cuidadores informais de pessoas com demência podem sentir satisfação por desempenharem um papel importante na vida da pessoa cuidada. Também podemos sentir que estamos a retribuir o cuidado que a pessoa nos deu anteriormente ou sentir gratificação por, apesar da doença, vermos a pessoa tranquila e feliz. Cuidar de alguém que vai se esquecendo de quem é pode mudar a maneira como vemos o mundo. Podemos começar a dar maior importância à Saúde e a momentos que vivemos com familiares e amigos e amigas. Podemos sentir-nos mais resilientes e sentir maior compaixão para com outras pessoas que vivem situações semelhantes. | 32 ANIGÁP | SIAMROFNI SERODADIUC SOD ODADIUCOTUA ERBOS RALAF SOMAV ENQUANTO CUIDADORES E CUIDADORAS, É IMPORTANTE LEMBRARMO-NOS QUE: Um psicólogo ou uma psicóloga pode ajudar-nos a descobrir e a treinar estratégias para acalmar a pessoa quando esta está agitada e confusa. Podemos participar em grupos de apoio e partilha (por exemplo, o Café Memória) onde podemos encontrar apoio emocional e trocar experiências com pessoas que vivem situações semelhantes à nossa. A ajuda de familiares, amigos, amigas, vizinhos e vizinhas e profissionais (assistentes pessoais) pode assegurar alguma autonomia à pessoa cuidada, evitar a nossa sobrecarga e permitirnos ter mais tempo para nós. PORQUE É IMPORTANTE CUIDAR DE MIM? 0 3 VOLTAR AO ÍNDICE Cuidar de nós é fundamental para conseguirmos cuidar de alguém que precisa do nosso apoio. Cuidar de nós significa mantermos a capacidade e a disponibilidade, física e emocional, que são necessárias para cuidarmos de outra pessoa.""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
